title,slug,sourceUrl,reason,author,publishedAt
"Lose weight in Dayton and Columbus!",181,https://journeylite.com/181/,"Meta description missing — excerpt used as suggestion; Body is short (101 words) — review content; Contains medical/medication content — medical review recommended; Warning: No meta description; Warning: Featured image has no alt text","DrCurry",2012-08-10T15:39:29+00:00
"Stamping out diabetes with sleeve gastrectomy!",stamping-out-diabetes-with-sleeve-gastrectomy,https://journeylite.com/stamping-out-diabetes-with-sleeve-gastrectomy/,"Body is short (58 words) — review content; Warning: Featured image has no alt text","DrCurry",2012-08-16T15:17:58+00:00
"Diabetes: Is It Now a Surgical Disease?",diabetes-is-it-now-a-surgical-disease,https://journeylite.com/diabetes-is-it-now-a-surgical-disease/,"Warning: Featured image has no alt text","DrCurry",2012-08-01T21:51:32+00:00
"Support group - July 14th, 11am",support-group-july-14th-11am,https://journeylite.com/support-group-july-14th-11am/,"Body is short (55 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-09T20:21:32+00:00
"Unprecedented expansion for coverage of surgical weight loss at Cleveland Clinic Health System",unprecedented-expansion-for-coverage-of-surgical-weight-loss-at-cleveland-clinic-health-system,https://journeylite.com/unprecedented-expansion-for-coverage-of-surgical-weight-loss-at-cleveland-clinic-health-system/,"Body is short (79 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-06T19:54:02+00:00
"How many calories in a Starbucks Caramel frappuccino?",how-many-calories-in-a-starbucks-caramel-frappuccino,https://journeylite.com/how-many-calories-in-a-starbucks-caramel-frappuccino/,"Body is short (24 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-09T01:42:23+00:00
"FDA clears first new weight-loss pill in 13 years",fda-clears-first-new-weight-loss-pill-in-13-years,https://journeylite.com/fda-clears-first-new-weight-loss-pill-in-13-years/,"Body is short (99 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-03T11:25:03+00:00
"CMS (Medicare) approves sleeve gastrectomy!",cms-medicare-approves-sleeve-gastrectomy,https://journeylite.com/cms-medicare-approves-sleeve-gastrectomy/,"Body is short (96 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-01T16:24:39+00:00
"Expanded Columbus office hours!",expanded-columbus-office-hours,https://journeylite.com/expanded-columbus-office-hours/,"Body is short (13 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-01T02:46:52+00:00
"New Dayton office opens Tuesday, July 2nd",new-dayton-office-opens-tuesday-july-2nd,https://journeylite.com/new-dayton-office-opens-tuesday-july-2nd/,"Body is short (84 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-07-01T02:40:04+00:00
"29th Annual Meeting of The American Society of Metabolic and Bariatric Surgery",29th-annual-meeting-of-the-american-society-of-metabolic-and-bariatric-surgery,https://journeylite.com/29th-annual-meeting-of-the-american-society-of-metabolic-and-bariatric-surgery/,"Body is short (69 words) — review content; Warning: No tags; Warning: Featured image has no alt text","DrCurry",2012-06-22T17:50:02+00:00
